student_id,gender,age,parental_education,hours_studied,attendance,sleep_hours,previous_scores,internet_usage,tutoring_sessions,extracurricular,exam_score
S1654,male,20,high_school,2.9,75.5,6.7,64.9,,3.0,no,65.9
S1655,female,19,graduate,6.1,66.4,7.5,64.3,1.0,4.0,yes,77.1
S1656,female,19,graduate,,60.6,6.1,63.6,3.5,0.0,yes,73.5
S1657,male,17,none,5.4,79.8,,63.6,5.6,3.0,no,67.7
S1658,female,22,post_graduate,5.2,82.8,5.5,56.3,3.7,7.0,yes,91.6
S1659,female,16,graduate,2.7,71.0,6.6,53.0,5.8,1.0,no,58.8
S1660,female,17,graduate,11.2,76.0,6.4,73.4,2.1,6.0,yes,95.2
S1661,male,18,none,7.8,82.7,8.3,74.2,1.4,5.0,no,90.3
S1662,female,19,high_school,3.6,61.4,,56.0,3.4,0.0,no,63.8
S1663,male,22,post_graduate,1.0,50.0,4.9,20.0,8.0,0.0,yes,41.3
S1664,male,20,post_graduate,,52.1,6.7,48.2,4.0,1.0,no,61.9
S1665,female,19,high_school,10.0,79.1,7.9,68.5,2.6,4.0,no,89.8
S1666,female,22,high_school,3.1,58.3,7.0,67.4,3.1,3.0,yes,74.9
S1667,female,17,high_school,3.6,65.6,5.2,38.9,6.2,1.0,yes,53.5
S1668,female,18,high_school,4.6,70.7,5.9,43.6,4.0,0.0,no,63.3
S1669,female,16,graduate,6.9,64.6,6.9,58.4,2.9,1.0,no,80.8
S1670,male,22,post_graduate,6.9,86.1,6.7,65.9,1.3,0.0,no,87.0
S1671,male,22,high_school,5.9,87.6,7.0,53.3,2.4,,no,81.2
S1672,female,19,none,5.4,66.7,4.7,53.4,,2.0,no,64.5
S1673,male,17,post_graduate,2.3,61.0,6.6,38.9,2.9,2.0,no,56.9
S1674,male,21,none,3.9,83.4,5.8,25.2,,0.0,no,46.1
S1675,male,17,post_graduate,8.9,75.6,6.6,85.5,0.5,5.0,yes,100.0
S1676,female,17,graduate,4.3,66.9,5.7,65.0,3.4,3.0,no,77.8
S1677,male,18,post_graduate,8.2,83.6,6.9,63.0,2.6,2.0,yes,100.0
S1678,male,17,high_school,8.6,96.0,4.4,93.7,1.7,2.0,yes,98.8
S1679,male,22,none,9.3,82.9,6.4,72.8,1.5,3.0,no,79.4
S1680,female,17,high_school,3.8,61.7,5.6,48.5,3.4,4.0,no,61.5
S1681,male,17,high_school,4.3,66.4,7.1,57.1,2.3,5.0,yes,89.5
S1682,female,19,high_school,4.3,67.0,,40.8,3.7,3.0,yes,65.6
S1683,male,17,post_graduate,3.0,52.9,5.9,51.3,7.4,0.0,no,56.3
S1684,female,18,post_graduate,7.7,73.6,7.9,52.1,3.7,4.0,no,78.0
S1685,male,21,graduate,3.0,53.7,6.7,29.5,6.8,0.0,no,57.5
S1686,female,19,high_school,6.7,69.9,7.8,82.7,3.2,3.0,yes,90.4
S1687,male,22,graduate,7.6,75.4,,29.2,5.9,0.0,yes,61.7
S1688,female,21,graduate,5.9,68.0,7.0,42.8,0.5,2.0,yes,71.8
S1689,female,17,high_school,7.6,62.7,6.5,59.1,3.3,1.0,yes,77.0
S1690,male,16,post_graduate,4.1,66.1,6.2,54.0,5.9,2.0,yes,70.7
S1691,male,21,high_school,7.3,76.4,7.1,68.6,2.6,0.0,yes,85.1
S1692,female,18,high_school,5.1,51.3,5.8,44.9,6.7,2.0,yes,64.1
S1693,female,16,none,9.0,81.4,8.1,93.4,4.7,0.0,yes,86.8
S1694,male,18,graduate,3.2,50.0,5.7,32.5,5.1,2.0,no,51.1
S1695,female,22,graduate,6.6,85.0,7.1,54.6,3.2,3.0,no,79.5
S1696,male,16,high_school,9.4,93.6,8.6,76.1,0.5,4.0,no,93.7
S1697,male,17,high_school,1.6,56.8,6.8,41.2,4.4,1.0,no,51.7
S1698,female,16,none,,57.3,5.0,51.0,3.3,0.0,yes,59.5
S1699,male,22,high_school,7.7,74.3,7.1,74.7,3.9,3.0,no,78.3
S1700,female,21,high_school,5.1,76.7,7.3,42.8,2.0,3.0,yes,78.3
S1701,male,16,high_school,,73.3,7.4,57.8,4.3,,no,70.9
S1702,male,18,high_school,8.4,73.2,5.9,66.8,4.2,2.0,no,73.1
S1703,male,17,post_graduate,5.2,76.8,6.3,70.4,1.2,3.0,no,82.4
S1704,male,18,graduate,6.5,76.3,7.9,71.7,4.5,3.0,no,84.3
S1705,male,17,graduate,5.8,71.4,6.1,66.6,4.1,5.0,no,80.7
S1706,male,21,none,,50.9,6.1,43.3,5.2,0.0,no,56.7
S1707,male,20,high_school,5.9,84.5,8.1,80.7,2.3,2.0,yes,93.4
S1708,male,19,high_school,11.8,91.4,7.4,93.4,2.5,2.0,no,100.0
S1709,male,21,high_school,5.3,62.5,5.9,39.6,5.5,4.0,yes,68.4
S1710,male,22,none,2.6,75.4,5.3,29.6,5.1,,no,43.5
S1711,male,21,post_graduate,5.6,81.8,7.3,61.1,5.1,3.0,yes,81.6
S1712,male,19,post_graduate,2.7,60.5,5.4,60.0,4.2,2.0,yes,63.5
S1713,female,18,none,1.0,55.1,5.2,20.0,8.0,0.0,no,42.1
S1714,female,21,high_school,3.9,81.7,7.2,64.4,3.3,4.0,yes,89.8
S1715,male,17,post_graduate,5.2,67.8,7.3,51.5,5.3,5.0,no,79.5
S1716,male,16,none,4.5,65.7,7.0,53.0,2.1,3.0,yes,76.5
S1717,female,21,graduate,10.7,76.9,6.1,62.6,4.0,2.0,no,82.0
S1718,male,19,post_graduate,8.9,69.8,7.5,47.2,2.9,1.0,no,79.5
S1719,male,21,post_graduate,6.5,81.5,6.6,71.6,,2.0,no,77.6
S1720,male,18,high_school,3.8,50.4,1.8361133331705304,42.3,6.6,0.0,yes,53.6
S1721,female,18,high_school,7.8,71.7,6.6,59.5,3.1,3.0,yes,76.6
S1722,male,18,high_school,6.9,81.2,7.5,53.5,3.1,3.0,no,79.7
S1723,female,17,post_graduate,4.4,71.3,7.0,67.1,,2.0,yes,80.8
S1724,female,22,post_graduate,3.9,71.3,6.8,64.5,1.7,2.0,yes,89.9
S1725,male,22,graduate,1.7,57.1,7.3,33.5,6.8,3.0,no,57.9
S1726,female,21,graduate,8.6,71.1,5.9,68.3,1.9,1.0,yes,85.2
S1727,female,18,graduate,4.4,50.0,5.2,47.0,5.3,0.0,yes,58.7
S1728,female,20,graduate,8.6,76.2,5.6,53.4,4.7,1.0,yes,84.9
S1729,male,16,post_graduate,4.1,74.8,7.0,55.9,3.0,0.0,yes,74.3
S1730,male,22,graduate,6.1,88.0,7.6,86.4,2.4,5.0,no,96.0
S1731,female,18,graduate,5.7,66.6,7.6,38.9,3.0,1.0,yes,71.6
S1732,male,22,high_school,2.9,66.9,6.5,61.3,7.4,1.0,no,58.0
S1733,female,17,graduate,1.9,78.0,6.2,67.4,,4.0,yes,73.3
S1734,male,16,high_school,4.5,65.4,6.3,38.0,4.1,1.0,yes,53.4
S1735,male,16,high_school,8.2,73.4,7.0,80.6,2.1,4.0,yes,83.7
S1736,female,19,post_graduate,1.0,51.6,,29.3,5.8,,yes,50.8
S1737,male,18,graduate,1.7,64.1,8.1,43.4,4.9,0.0,no,64.5
S1738,female,18,post_graduate,2.1,70.6,6.4,34.0,7.6,2.0,no,57.2
S1739,male,21,high_school,6.8,74.5,7.1,78.5,1.4,3.0,yes,85.2
S1740,female,17,graduate,7.3,87.9,7.8,84.7,2.1,6.0,no,90.5
S1741,male,20,high_school,3.7,71.7,7.0,45.3,4.1,0.0,yes,68.3
S1742,female,21,post_graduate,5.4,60.4,6.3,40.8,4.1,0.0,yes,64.5
S1743,male,20,none,5.7,70.9,6.0,41.4,3.8,2.0,yes,70.3
S1744,male,19,graduate,8.2,69.9,7.6,74.3,2.5,2.0,no,87.2
S1745,female,22,graduate,,50.0,,46.8,6.2,0.0,yes,54.4
S1746,male,22,high_school,5.3,75.3,6.0,65.1,4.4,2.0,no,72.8
S1747,female,20,post_graduate,4.2,76.7,8.1,68.4,3.3,5.0,yes,89.5
S1748,male,22,post_graduate,6.5,76.6,7.0,50.9,0.5,2.0,yes,83.3
S1749,female,17,high_school,7.6,71.8,7.2,51.0,,1.0,yes,71.8
S1750,female,22,none,5.3,72.2,8.1,81.5,0.8,3.0,no,79.1
S1751,female,19,high_school,1.0,50.0,5.2,20.0,8.0,0.0,no,22.6
S1752,female,18,high_school,7.2,66.9,7.1,66.6,5.0,2.0,yes,77.5
S1753,female,20,post_graduate,5.2,74.6,6.8,34.4,3.7,0.0,no,73.7
S1754,female,17,post_graduate,1.0,50.0,5.0,30.9,5.9,0.0,yes,50.7
S1755,female,17,none,5.2,73.5,6.8,58.1,2.7,2.0,no,72.4
S1756,female,18,high_school,5.5,75.4,7.3,86.1,,6.0,no,84.3
S1757,male,22,graduate,4.8,73.2,5.7,60.7,4.3,0.0,no,73.6
S1758,male,17,none,10.4,76.9,8.8,64.3,4.9,3.0,no,81.1
S1759,male,19,high_school,9.4,82.0,6.2,77.9,2.6,,yes,100.0
S1760,male,19,high_school,8.3,90.0,6.1,69.2,2.7,3.0,no,80.0
S1761,female,21,graduate,9.6,86.6,8.4,65.4,2.1,4.0,yes,91.0
S1762,female,16,graduate,6.8,81.6,7.4,57.6,4.1,1.0,yes,75.9
S1763,male,18,graduate,,62.9,5.7,58.1,1.8,0.0,yes,62.6
S1764,male,22,none,2.2,50.0,6.2,34.2,6.0,2.0,yes,45.6
S1765,female,17,post_graduate,4.7,68.4,7.6,52.8,4.2,2.0,no,73.5
S1766,male,20,graduate,2.9,59.0,6.1,39.3,5.9,1.0,yes,54.5
S1767,female,21,post_graduate,,96.7,9.0,96.9,1.2,3.0,yes,89.0
S1768,male,19,high_school,6.5,67.6,5.0,53.0,3.0,2.0,yes,78.1
S1769,female,18,post_graduate,6.3,72.9,7.1,63.9,3.9,4.0,no,74.4
S1770,female,22,post_graduate,5.5,62.5,7.7,45.5,2.0,5.0,yes,84.5
S1771,male,18,high_school,6.6,85.5,7.2,20.0,,3.0,no,70.2
S1772,male,22,high_school,,85.6,7.2,83.3,2.8,3.0,yes,100.0
S1773,female,19,post_graduate,2.3,69.4,6.0,31.4,5.4,2.0,no,62.1
S1774,male,16,graduate,4.3,65.3,7.0,55.8,4.3,3.0,yes,71.4
S1775,male,18,post_graduate,1.0,65.0,6.8,40.8,6.5,0.0,yes,51.5
S1776,female,17,graduate,2.4,50.0,6.3,51.1,4.8,0.0,no,63.1
S1777,male,20,graduate,1.0,67.5,7.0,49.8,3.0,2.0,no,53.3
S1778,male,20,none,3.1,66.8,5.7,56.1,4.0,3.0,yes,66.8
S1779,female,19,high_school,1.0,65.9,6.1,56.9,4.1,0.0,no,54.2
S1780,female,18,post_graduate,3.1,68.7,5.4,48.3,3.8,2.0,no,63.5
S1781,female,20,high_school,1.3,50.0,5.5,29.3,5.6,0.0,yes,46.4
S1782,male,18,none,4.3,63.7,,64.5,,3.0,yes,74.7
S1783,female,19,graduate,1.0,58.6,5.8,21.3,3.6,0.0,no,47.1
S1784,male,16,graduate,5.1,94.4,9.0,69.6,2.6,4.0,yes,92.8
S1785,male,20,high_school,5.9,69.7,6.7,40.8,2.5,3.0,no,72.2
S1786,male,17,high_school,1.0,60.2,5.8,35.2,6.0,0.0,no,44.9
S1787,male,21,high_school,4.7,66.1,6.4,52.3,3.6,2.0,no,64.0
S1788,female,19,none,1.8,78.0,5.6,60.5,6.2,0.0,no,55.5
S1789,male,21,graduate,6.1,59.2,6.6,44.1,5.5,5.0,yes,70.1
S1790,male,16,high_school,10.3,84.2,8.1,69.1,3.2,4.0,yes,88.1
S1791,male,17,post_graduate,1.2,50.0,5.7,35.1,4.4,0.0,no,47.1
S1792,female,21,post_graduate,4.7,51.1,5.9,60.1,5.7,1.0,no,65.3
S1793,female,17,graduate,5.0,70.8,5.7,54.4,6.1,2.0,yes,70.6
S1794,female,20,high_school,6.3,77.8,6.5,55.5,,4.0,yes,84.8
S1795,male,18,graduate,5.5,69.9,6.7,52.3,5.3,0.0,yes,67.6
S1796,male,19,high_school,2.6,61.6,7.1,56.2,,4.0,yes,69.9
S1797,female,17,high_school,4.0,91.6,5.3,49.7,2.1,2.0,no,70.9
S1798,female,20,post_graduate,,60.0,5.8,46.8,4.0,2.0,no,60.8
S1799,male,16,high_school,6.2,84.8,7.2,70.0,4.8,3.0,yes,83.8
S1800,female,22,post_graduate,3.5,65.0,5.0,43.5,2.2,2.0,yes,73.3
S1801,male,17,none,7.7,91.4,6.8,92.9,1.7,5.0,no,95.8
S1802,female,16,none,2.4,67.5,5.9,59.1,4.1,,yes,66.3
S1803,male,19,post_graduate,1.4,59.6,5.5,67.4,4.2,1.0,no,58.9
S1804,male,20,graduate,1.5,69.4,5.9,22.1,5.3,1.0,no,58.3
S1805,male,16,graduate,1.0,61.4,,36.2,,0.0,no,42.9
S1806,female,18,graduate,1.8,55.3,5.3,20.0,5.2,0.0,no,35.2
S1807,female,21,high_school,5.7,54.2,7.0,60.6,,1.0,no,75.0
S1808,male,16,graduate,3.3,72.2,8.1,72.4,3.6,5.0,no,79.8
S1809,female,16,none,2.0,75.8,7.0,20.0,10.535053660719877,0.0,no,42.9
S1810,male,20,graduate,8.5,77.1,5.4,66.4,4.0,3.0,no,78.3
S1811,female,20,graduate,2.3,74.0,6.7,42.1,3.6,1.0,no,70.3
S1812,female,17,post_graduate,6.0,83.0,6.4,50.2,2.3,2.0,no,79.9
S1813,male,21,graduate,7.7,87.9,7.4,83.0,1.7,6.0,no,100.0
S1814,female,16,none,7.4,72.2,6.6,79.7,4.8,3.0,yes,83.5
S1815,female,16,graduate,2.4,50.0,6.5,49.6,5.1,4.0,yes,65.4
S1816,male,20,none,1.0,66.6,6.2,43.7,5.9,0.0,no,54.0
S1817,male,22,high_school,1.0,50.0,5.0,23.9,7.7,,no,34.5
S1818,male,18,none,3.0,64.2,5.4,44.2,5.4,0.0,no,44.6
S1819,male,22,graduate,3.9,57.9,,40.9,4.4,2.0,yes,68.3
S1820,female,20,none,1.0,58.0,6.2,51.3,6.0,0.0,yes,52.9
S1821,female,18,high_school,4.1,69.0,6.9,56.0,3.5,,no,69.1
S1822,male,21,post_graduate,5.6,72.9,,60.1,2.2,4.0,no,85.0
S1823,female,22,graduate,4.4,58.8,6.0,43.6,5.1,1.0,yes,61.9
S1824,male,20,none,3.6,73.1,6.4,40.7,,2.0,no,57.6
S1825,male,21,high_school,4.4,66.9,,55.8,2.5,1.0,no,68.6
S1826,male,19,graduate,7.9,61.0,7.7,46.3,4.5,3.0,yes,74.1
S1827,female,16,post_graduate,,58.2,5.9,21.8,7.3,0.0,yes,51.6
S1828,female,21,none,9.3,84.4,7.0,70.2,2.3,3.0,yes,80.7
S1829,female,18,post_graduate,6.5,70.3,6.6,58.7,3.1,,yes,93.1
S1830,male,19,graduate,,81.1,5.6,48.8,4.1,5.0,yes,83.5
S1831,male,18,graduate,6.5,75.2,6.7,55.4,2.5,3.0,yes,72.7
S1832,female,17,post_graduate,4.8,71.4,7.2,50.4,3.0,5.0,yes,80.3
S1833,female,17,graduate,8.9,70.7,7.5,64.7,3.4,4.0,no,84.1
S1834,female,16,post_graduate,3.6,79.4,6.4,55.8,1.7,,yes,79.8
S1835,female,19,high_school,,65.4,6.4,67.5,3.0,3.0,no,62.3
S1836,male,19,graduate,5.3,70.3,6.0,71.0,3.6,3.0,yes,81.0
S1837,female,17,graduate,4.0,50.0,6.5,48.1,5.3,0.0,no,57.8
S1838,female,16,high_school,5.8,82.6,6.5,68.3,4.3,3.0,no,74.7
S1839,male,21,graduate,3.5,59.8,6.3,44.5,6.3,2.0,no,55.2
S1840,female,17,high_school,,63.2,6.1,39.7,4.4,0.0,no,61.6
S1841,female,19,none,3.8,71.6,,42.0,4.9,,no,52.8
S1842,female,18,high_school,1.0,50.0,5.2,40.1,5.1,,no,47.9
S1843,male,22,graduate,,52.6,6.8,41.3,5.6,4.0,no,69.3
S1844,male,19,post_graduate,3.2,53.9,6.2,43.9,,3.0,yes,66.4
S1845,female,16,high_school,7.8,77.4,7.9,53.1,3.9,2.0,yes,80.0
S1846,male,19,graduate,3.7,55.4,7.2,37.2,5.1,2.0,yes,68.6
S1847,female,20,none,9.8,100.0,6.4,76.7,3.7,5.0,yes,90.0
S1848,female,19,post_graduate,2.1,53.4,6.1,44.5,3.5,3.0,yes,61.2
S1849,male,20,graduate,7.2,72.3,6.5,61.3,0.5,3.0,no,80.4
S1850,female,17,graduate,3.9,69.7,6.5,68.3,3.2,2.0,yes,82.5
S1851,male,21,graduate,2.6,65.5,7.8,38.9,5.3,,no,63.7
S1852,male,20,high_school,10.2,84.0,7.1,80.1,2.1,5.0,yes,89.6
S1853,male,19,graduate,4.0,63.0,6.2,44.0,6.9,0.0,yes,65.5
S1854,female,21,post_graduate,5.6,71.4,7.4,62.4,3.4,5.0,yes,90.5
S1855,female,22,none,7.0,69.0,6.2,64.3,2.1,4.0,yes,88.8
S1856,female,21,graduate,3.1,50.0,5.5,50.9,2.0,2.0,no,64.5
S1857,female,19,post_graduate,6.4,66.1,6.2,67.3,2.0,4.0,no,83.3
S1858,male,19,high_school,5.3,63.4,5.7,47.4,5.5,4.0,yes,74.9
S1859,female,22,post_graduate,4.6,70.5,4.4,64.9,3.2,4.0,no,79.8
S1860,female,16,post_graduate,5.4,67.6,7.1,79.4,3.7,1.0,no,91.8
S1861,male,17,graduate,4.0,78.6,8.1,59.0,4.7,1.0,yes,79.8
S1862,male,20,high_school,5.8,87.9,7.0,71.9,1.8,2.0,no,83.5
S1863,female,18,high_school,7.0,75.3,,72.2,3.8,4.0,no,75.1
S1864,male,20,none,1.0,50.0,5.1,20.0,8.0,0.0,yes,32.5
S1865,female,19,post_graduate,7.7,78.5,6.8,75.7,2.2,6.0,no,86.8
S1866,female,18,post_graduate,1.0,50.0,4.9,29.8,4.6,1.0,yes,48.5
S1867,male,18,graduate,8.1,75.1,7.7,73.7,2.7,2.0,yes,93.6
S1868,male,20,high_school,10.3,75.7,7.7,73.1,,3.0,yes,92.6
S1869,female,22,none,2.5,53.9,5.0,42.4,5.7,0.0,no,52.1
S1870,female,20,graduate,5.5,62.8,6.9,45.7,,3.0,no,70.5
S1871,female,20,graduate,1.0,53.9,7.2,39.0,7.3,3.0,yes,52.4
S1872,female,20,post_graduate,4.7,69.5,7.9,39.5,4.0,0.0,yes,70.4
S1873,female,22,graduate,2.6,69.8,8.6,47.2,4.9,1.0,yes,69.1
S1874,male,22,post_graduate,4.7,70.5,6.2,80.6,2.0,3.0,no,84.5
S1875,female,17,graduate,7.2,93.3,,77.8,2.0,2.0,yes,96.3
S1876,male,16,graduate,10.3,76.1,6.9,75.7,0.5,3.0,no,87.5
S1877,male,16,high_school,5.0,51.4,,65.5,4.4,2.0,no,64.8
S1878,male,20,post_graduate,4.8,71.0,6.7,38.3,3.9,1.0,no,78.2
S1879,female,16,graduate,1.0,50.0,5.2,20.0,6.4,0.0,yes,47.6
S1880,female,20,high_school,2.7,64.5,6.4,60.0,4.2,5.0,yes,63.9
S1881,male,20,none,0.4779144746439762,60.4,5.9,69.9,2.9,4.0,yes,68.9
S1882,male,20,high_school,,97.3,7.1,76.8,1.7,5.0,no,95.6
S1883,male,21,graduate,1.0,63.0,,24.5,5.1,0.0,no,51.0
S1884,male,17,high_school,2.2,52.1,6.2,50.6,4.8,2.0,no,53.5
S1885,male,19,high_school,4.8,57.9,6.6,60.0,4.1,2.0,yes,76.0
S1886,female,16,graduate,6.5,86.2,7.0,48.3,4.6,0.0,no,72.4
S1887,male,16,high_school,1.0,56.0,7.0,41.5,4.8,0.0,yes,50.9
S1888,female,17,post_graduate,5.8,67.6,5.4,58.0,3.1,,yes,84.3
S1889,male,17,high_school,4.0,50.0,6.7,50.5,4.4,4.0,no,61.9
S1890,male,20,graduate,6.2,67.0,6.3,43.6,3.2,3.0,yes,73.1
S1891,female,20,none,7.4,73.6,6.9,75.7,2.9,4.0,no,86.3
S1892,female,21,high_school,5.9,75.8,7.4,64.3,6.4,2.0,no,73.1
S1893,male,21,high_school,2.7,54.4,5.3,44.8,3.4,1.0,no,64.6
S1894,female,19,post_graduate,1.9,56.7,5.6,51.2,3.8,3.0,yes,68.6
S1895,female,16,graduate,4.2,72.7,4.9,52.3,3.6,4.0,yes,76.5
S1896,male,17,high_school,5.6,74.4,5.9,41.7,4.1,3.0,yes,70.5
S1897,male,19,graduate,6.4,54.8,7.4,46.7,3.9,0.0,yes,74.0
S1898,male,16,high_school,10.1,94.6,,76.3,2.4,4.0,no,91.2
S1899,female,19,post_graduate,7.0,75.9,5.7,79.5,1.3,3.0,no,90.1
S1900,male,19,post_graduate,4.8,75.8,6.0,60.0,5.6,1.0,yes,69.7
S1901,male,22,graduate,5.9,76.4,5.7,74.8,3.9,4.0,no,87.2
S1902,female,20,graduate,4.0,50.0,5.4,53.7,2.9,3.0,no,67.3
S1903,male,19,post_graduate,10.4,80.5,,61.4,0.5,,yes,100.0
S1904,female,20,graduate,4.5,82.2,5.7,60.1,2.4,,yes,94.3
S1905,female,16,graduate,7.2,61.8,7.3,63.1,3.8,1.0,yes,82.4
S1906,male,21,post_graduate,5.6,71.4,6.7,49.1,6.6,1.0,no,68.9
S1907,female,16,graduate,3.1,52.9,5.8,37.8,6.5,0.0,no,46.5
S1908,female,20,graduate,1.0,50.0,5.7,61.3,3.2,3.0,no,64.5
S1909,male,21,post_graduate,2.9,71.4,6.5,47.7,4.6,0.0,yes,66.8
S1910,female,22,graduate,4.3,64.2,7.2,71.3,3.8,3.0,no,78.9
S1911,male,18,graduate,7.2,91.4,7.6,83.2,2.2,6.0,yes,100.0
S1912,male,21,high_school,10.9,91.6,8.1,98.1,0.5,6.0,no,100.0
S1913,male,19,high_school,8.1,86.4,6.6,57.4,3.1,3.0,no,76.1
S1914,male,16,none,5.0,78.3,7.2,70.5,2.5,1.0,yes,76.7
S1915,male,22,graduate,1.0,50.1,5.3,34.5,4.8,0.0,no,49.0
S1916,female,19,high_school,,57.4,6.2,49.8,5.0,0.0,no,59.9
S1917,female,22,post_graduate,2.9,68.5,5.9,56.3,5.9,0.0,no,57.8
S1918,female,21,graduate,4.3,50.0,5.8,40.3,5.8,3.0,yes,66.4
S1919,male,18,graduate,6.0,73.5,5.9,50.6,,2.0,no,64.4
S1920,male,19,high_school,3.7,56.5,,48.9,4.0,1.0,no,56.3
S1921,male,18,post_graduate,2.8,60.2,6.6,20.0,7.2,0.0,no,48.3
S1922,male,17,graduate,7.2,78.8,7.8,68.5,3.5,4.0,yes,86.5
S1923,female,18,graduate,1.8,64.4,5.0,21.7,5.4,2.0,no,52.7
S1924,female,16,high_school,3.2,73.0,7.7,69.1,3.0,4.0,yes,80.4
S1925,male,21,graduate,9.8,76.7,7.3,86.6,0.9,6.0,no,100.0
S1926,male,20,graduate,2.2,53.9,6.5,36.0,5.2,0.0,yes,52.8
S1927,male,20,graduate,1.0,50.1,4.5,20.0,8.0,0.0,yes,37.9
S1928,female,19,post_graduate,5.0,68.5,6.5,48.4,4.7,4.0,no,79.1
S1929,female,21,post_graduate,6.0,90.5,7.3,78.4,1.9,5.0,yes,96.9
S1930,male,22,post_graduate,10.2,92.8,6.3,89.9,0.7,3.0,yes,100.0
S1931,male,17,graduate,2.9,50.0,6.4,29.5,4.9,0.0,no,53.2
S1932,female,19,post_graduate,8.5,68.6,7.8,54.0,6.0,3.0,yes,70.1
S1933,female,18,post_graduate,5.2,66.2,6.1,54.6,,0.0,yes,77.9
S1934,male,20,high_school,5.9,50.4,7.5,46.2,5.2,0.0,no,65.9
S1935,male,18,high_school,11.7,100.0,7.7,95.3,0.5,6.0,yes,100.0
S1936,male,20,high_school,1.8,58.5,6.4,33.7,6.1,0.0,no,37.3
S1937,female,20,none,7.5,82.4,,61.9,4.6,1.0,no,67.9
S1938,male,20,high_school,4.2,62.0,8.7,70.6,2.8,2.0,no,72.4
S1939,female,21,none,7.2,90.8,8.2,58.7,1.9,3.0,no,78.5
S1940,male,22,graduate,4.1,88.8,6.3,37.4,5.9,2.0,yes,76.9
S1941,male,22,high_school,6.3,62.5,5.1,53.9,4.8,1.0,no,65.1
S1942,male,22,high_school,5.9,72.3,6.5,67.1,,1.0,no,71.6
S1943,female,16,graduate,4.8,72.7,5.5,79.3,4.6,0.0,yes,79.2
S1944,male,21,post_graduate,1.0,54.2,6.7,68.2,5.0,2.0,no,65.5
S1945,female,18,post_graduate,5.9,80.2,7.1,62.4,5.7,0.0,yes,61.3
S1946,male,22,graduate,5.4,73.0,5.6,31.6,4.5,1.0,no,58.9
S1947,female,21,high_school,6.7,69.0,7.6,37.2,4.2,4.0,yes,67.0
S1948,male,22,high_school,5.6,79.0,7.1,48.4,2.3,0.0,no,72.1
S1949,female,19,high_school,7.4,67.9,7.8,69.9,1.7,5.0,yes,88.0
S1950,male,17,high_school,3.0,57.5,6.5,67.2,2.6,4.0,yes,73.5
S1951,female,19,high_school,1.3,53.4,4.5,37.1,7.7,0.0,yes,33.2
S1952,female,21,post_graduate,6.9,82.8,7.9,76.2,0.5,4.0,yes,96.1
S1953,male,18,none,6.0,55.2,5.8,32.5,,0.0,yes,63.1
S1954,female,17,high_school,4.2,69.9,5.1,35.6,1.2,1.0,no,68.5
S1955,female,19,high_school,2.6,68.3,7.3,48.6,3.7,1.0,yes,67.9
S1956,male,17,graduate,7.5,90.6,8.9,82.6,1.8,0.0,no,84.2
S1957,female,18,high_school,1.0,50.0,5.4,26.9,8.0,2.0,yes,49.2
S1958,male,20,high_school,12.5,100.0,9.0,91.7,0.7,7.0,yes,100.0
S1959,male,18,none,9.3,77.0,7.1,77.3,1.7,2.0,yes,87.2
S1960,female,22,high_school,5.8,88.7,6.3,62.6,5.0,5.0,yes,72.6
S1961,female,16,none,3.8,63.0,6.0,43.5,4.1,0.0,yes,63.6
S1962,female,17,graduate,,89.7,,51.4,3.7,1.0,yes,80.4
S1963,female,18,none,6.4,75.5,,69.7,1.9,0.0,no,75.9
S1964,female,20,graduate,7.8,65.4,7.4,62.3,,6.0,yes,90.0
S1965,male,20,graduate,,86.5,6.3,79.2,2.3,3.0,yes,96.7
S1966,male,18,graduate,5.8,71.9,6.2,61.4,3.9,3.0,yes,78.5
S1967,female,19,high_school,5.0,74.8,7.2,47.2,4.3,2.0,no,68.4
S1968,female,18,high_school,1.8,78.3,6.1,52.6,6.0,3.0,no,68.6
S1969,female,20,none,7.5,70.8,6.1,52.7,4.7,2.0,yes,69.0
S1970,female,18,graduate,9.8,76.6,8.0,64.7,0.5,4.0,yes,98.1
S1971,female,16,graduate,5.9,83.7,8.1,54.8,3.6,3.0,no,78.9
S1972,male,19,high_school,1.0,50.0,5.5,20.0,5.8,0.0,yes,35.6
S1973,male,18,graduate,7.2,82.0,6.3,73.3,2.1,3.0,yes,89.2
S1974,male,20,post_graduate,5.6,54.7,6.2,64.0,2.8,3.0,yes,82.9
S1975,female,18,graduate,5.5,73.4,6.6,69.9,3.2,2.0,no,85.2
S1976,female,22,none,,61.0,6.6,43.8,2.8,0.0,no,66.5
S1977,female,18,graduate,8.6,94.5,6.3,88.6,2.9,2.0,no,91.0
S1978,male,17,none,9.5,84.5,7.6,60.2,1.2,5.0,no,82.2
S1979,male,18,graduate,3.9,64.2,6.2,33.3,5.4,0.0,no,54.4
S1980,male,16,high_school,4.4,78.0,5.3,43.5,6.2,3.0,yes,60.2
S1981,male,20,none,4.6,52.3,5.3,36.0,3.6,,yes,54.7
S1982,female,21,post_graduate,4.0,69.2,5.4,29.3,5.3,,no,55.3
S1983,female,17,graduate,8.2,79.7,6.1,50.9,1.7,0.0,no,79.6
S1984,female,21,high_school,5.5,81.8,,70.4,2.6,3.0,yes,75.1
S1985,female,18,none,7.7,92.3,7.2,57.4,3.6,2.0,yes,77.5
